seq,site_id,brand_short,slug,genre,title,article_url,machine_status,expert_label,audit_ok,audit_patterns,review_priority,reviewed,reviewed_at,review_notes
284,eisei2shu-master,二衛,eligibility-myths,注意点・更新,第二種衛生管理者試験の受験資格の誤解,https://eisei2shu-master.jp/articles/eligibility-myths/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
285,eisei2shu-master,二衛,exam-changes,注意点・更新,第二種衛生管理者試験の制度改定の見方【要項·出題範囲の更新】,https://eisei2shu-master.jp/articles/exam-changes/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
286,eisei2shu-master,二衛,fail-retry-plan,注意点・更新,第二種衛生管理者試験の不合格後の再挑戦計画,https://eisei2shu-master.jp/articles/fail-retry-plan/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
287,eisei2shu-master,二衛,legal-revision-impact,注意点・更新,第二種衛生管理者試験の法改正の学習への影響【要項·公式テキスト·シラバス更新】,https://eisei2shu-master.jp/articles/legal-revision-impact/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
288,eisei2shu-master,二衛,official-info-update-habits,注意点・更新,第二種衛生管理者試験の公式情報の更新確認習慣【月1回·法改正·シラバス連携,https://eisei2shu-master.jp/articles/official-info-update-habits/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
289,eisei2shu-master,二衛,pass-announcement-guide,注意点・更新,第二種衛生管理者試験の合格発表の確認方法【合否確認·受験番号·公式案内】,https://eisei2shu-master.jp/articles/pass-announcement-guide/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
290,eisei2shu-master,二衛,pass-only-past-questions-myth,注意点・更新,第二種衛生管理者試験の過去問だけで合格できる誤解【30問·公式テキスト·657語】,https://eisei2shu-master.jp/articles/pass-only-past-questions-myth/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
291,eisei2shu-master,二衛,registration-after-pass,注意点・更新,"第二種衛生管理者試験の合格後の登録·免許【第二種衛生管理者の免許申請方法【合格後の手続き·必要書類·収入印紙1,500円】·合格後手続き連携",https://eisei2shu-master.jp/articles/registration-after-pass/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
292,eisei2shu-master,二衛,retake-schedule-adjustment,注意点・更新,第二種衛生管理者試験の再受験の日程調整,https://eisei2shu-master.jp/articles/retake-schedule-adjustment/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
293,eisei2shu-master,二衛,retake-strategy,注意点・更新,第二種衛生管理者試験の再受験の戦略【足切り·弱点科目·第二種衛生管理者試験の不合格後の再挑戦計画連携,https://eisei2shu-master.jp/articles/retake-strategy/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
294,eisei2shu-master,二衛,score-gap-analysis,注意点・更新,第二種衛生管理者試験の得点差の分析と対策【180点·各40点·科目別ギャップ表·第二種衛生管理者試験の伸び悩みの突破【40点足切り·スコアギャップ分析】連携,https://eisei2shu-master.jp/articles/score-gap-analysis/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
295,eisei2shu-master,二衛,study-hours-myth,注意点・更新,第二種衛生管理者試験の勉強時間の神話【60〜80時間·長時間労働者面接指導（月80時間超）の要件・産業医・記録を整理【第二種衛生管理者試験】・第二種衛生管理者の勉強時間は約60時間【1ヶ月・2ヶ月・3ヶ月の学習スケジュール】連携,https://eisei2shu-master.jp/articles/study-hours-myth/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
296,eisei2shu-master,二衛,syllabus-update-tracker,注意点・更新,第二種衛生管理者試験のシラバス·出題範囲の更新【第二種衛生管理者試験の法改正の学習への影響【要項·公式テキスト·シラバス更新】·第二種衛生管理者試験の出題範囲の改定履歴【本記事·第二種衛生管理者試験の法改正の学習への影響【要項·公式テキスト·シラバス更新】連携連携,https://eisei2shu-master.jp/articles/syllabus-update-tracker/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
297,eisei2shu-master,二衛,correspondence-course-guide,独学対策,第二種衛生管理者試験の通信講座の選び方,https://eisei2shu-master.jp/articles/correspondence-course-guide/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
298,eisei2shu-master,二衛,dokugaku-guide,独学対策,第二種衛生管理者の独学合格ガイド【テキスト選び→過去問→直前対策の完全ロードマップ】,https://eisei2shu-master.jp/articles/dokugaku-guide/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
299,eisei2shu-master,二衛,dokugaku-roadmap,独学対策,第二種衛生管理者の独学合格ロードマップ【テキスト選び→過去問→直前対策】,https://eisei2shu-master.jp/articles/dokugaku-roadmap/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
300,eisei2shu-master,二衛,free-materials-online,独学対策,第二種衛生管理者試験の無料教材の活用,https://eisei2shu-master.jp/articles/free-materials-online/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
301,eisei2shu-master,二衛,material-update-cycle,独学対策,第二種衛生管理者試験の教材の版・年度更新サイクル,https://eisei2shu-master.jp/articles/material-update-cycle/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
302,eisei2shu-master,二衛,problem-book-selection,独学対策,第二種衛生管理者試験の問題集の選び方,https://eisei2shu-master.jp/articles/problem-book-selection/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
303,eisei2shu-master,二衛,self-study-environment,独学対策,第二種衛生管理者試験の独学環境の整え方,https://eisei2shu-master.jp/articles/self-study-environment/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
304,eisei2shu-master,二衛,self-study-mistakes,独学対策,第二種衛生管理者試験の独学のよくある失敗,https://eisei2shu-master.jp/articles/self-study-mistakes/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
305,eisei2shu-master,二衛,self-study-motivation,独学対策,第二種衛生管理者試験の独学のモチベーション維持,https://eisei2shu-master.jp/articles/self-study-motivation/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
306,eisei2shu-master,二衛,self-study-schedule,独学対策,第二種衛生管理者試験の独学の週間・月間スケジュール,https://eisei2shu-master.jp/articles/self-study-schedule/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
307,eisei2shu-master,二衛,self-study-start,独学対策,第二種衛生管理者試験の独学の始め方,https://eisei2shu-master.jp/articles/self-study-start/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
308,eisei2shu-master,二衛,self-study-without-school,独学対策,第二種衛生管理者試験の資格学校なしの独学,https://eisei2shu-master.jp/articles/self-study-without-school/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
309,eisei2shu-master,二衛,textbook-selection,独学対策,第二種衛生管理者試験のテキストの選び方,https://eisei2shu-master.jp/articles/textbook-selection/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
310,eisei2shu-master,二衛,textbook-vs-past-questions,独学対策,第二種衛生管理者試験のテキストと過去問の優先順位,https://eisei2shu-master.jp/articles/textbook-vs-past-questions/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
311,eisei2shu-master,二衛,tsushin-kouza-vs-dokugaku,独学対策,第二種衛生管理者 通信講座vs独学どちらがいい？【費用·向き不向き·ASP禁止】,https://eisei2shu-master.jp/articles/tsushin-kouza-vs-dokugaku/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
312,eisei2shu-master,二衛,1shu-2shu-chigai,用語ハブ活用法,第一種・第二種衛生管理者の違い【30問vs44問·科目数·合格点を第二種視点で比較】,https://eisei2shu-master.jp/articles/1shu-2shu-chigai/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
313,eisei2shu-master,二衛,calculation-drill,用語ハブ活用法,第二種衛生管理者試験の計算ドリル【3科目×数値問題の回し方】,https://eisei2shu-master.jp/articles/calculation-drill/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
314,eisei2shu-master,二衛,choujikan-rodo-mensetu,用語ハブ活用法,長時間労働者面接指導【月80時間超・産業医・5年保存】完全整理【第二種衛生管理者試験】,https://eisei2shu-master.jp/articles/choujikan-rodo-mensetu/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
315,eisei2shu-master,二衛,confusing-terms,用語ハブ活用法,第二種衛生管理者試験の混同しやすい用語の活用法,https://eisei2shu-master.jp/articles/confusing-terms/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
316,eisei2shu-master,二衛,formula-memorization,用語ハブ活用法,第二種衛生管理者試験の数式·数値の暗記法,https://eisei2shu-master.jp/articles/formula-memorization/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
317,eisei2shu-master,二衛,glossary-how-to,用語ハブ活用法,第二種衛生管理者試験の用語解説の使い方,https://eisei2shu-master.jp/articles/glossary-how-to/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
318,eisei2shu-master,二衛,glossary-study-method,用語ハブ活用法,第二種衛生管理者試験の用語の学習方法,https://eisei2shu-master.jp/articles/glossary-study-method/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
319,eisei2shu-master,二衛,hogo-gu-mask-sentei,用語ハブ活用法,呼吸用保護具·マスク選定【防じんvs防毒·労働衛生10問】,https://eisei2shu-master.jp/articles/hogo-gu-mask-sentei/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
320,eisei2shu-master,二衛,hoshano-kakutei-kakuritsu,用語ハブ活用法,放射線の確定効果·確率効果【比較表·第二種30問】,https://eisei2shu-master.jp/articles/hoshano-kakutei-kakuritsu/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
321,eisei2shu-master,二衛,hoshu-bunseki-vs-chokusetsu,用語ハブ活用法,捕集分析法vs直接読取式【作業環境測定·第二種労働衛生10問】,https://eisei2shu-master.jp/articles/hoshu-bunseki-vs-chokusetsu/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
322,eisei2shu-master,二衛,important-terms-list,用語ハブ活用法,第二種衛生管理者試験の重要用語の押さえ方【657語から優先20語へ】,https://eisei2shu-master.jp/articles/important-terms-list/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
323,eisei2shu-master,二衛,kankei-horei-matome,用語ハブ活用法,関係法令まとめ【数値·頻度·保存期間の活用法·第二種10問】,https://eisei2shu-master.jp/articles/kankei-horei-matome/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
324,eisei2shu-master,二衛,menkyo-shinsei,用語ハブ活用法,"第二種衛生管理者の免許申請方法【合格後の手続き·必要書類·収入印紙1,500円】",https://eisei2shu-master.jp/articles/menkyo-shinsei/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
325,eisei2shu-master,二衛,numbers-and-deadlines,用語ハブ活用法,"第二種衛生管理者試験の数字·期限ハブ活用法【50人·7年·180点·8,800円·演習連動】",https://eisei2shu-master.jp/articles/numbers-and-deadlines/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
326,eisei2shu-master,二衛,numeric-trap-choices,用語ハブ活用法,第二種衛生管理者試験の数値問題の引っかけ【50人·7年·180点混同肢·関係法令10問】,https://eisei2shu-master.jp/articles/numeric-trap-choices/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
327,eisei2shu-master,二衛,rate-and-percentage,用語ハブ活用法,第二種衛生管理者試験の割合·パーセント問題【180点=60%·各40点=40%】,https://eisei2shu-master.jp/articles/rate-and-percentage/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
328,eisei2shu-master,二衛,related-terms-navigation,用語ハブ活用法,第二種衛生管理者試験の関連用語での回遊【657語·第二種衛生管理者試験の用語解説の使い方連携,https://eisei2shu-master.jp/articles/related-terms-navigation/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
329,eisei2shu-master,二衛,terms-importance-levels,用語ハブ活用法,第二種衛生管理者試験の用語の重要度の見方【657語·優先20語·第二種衛生管理者試験の重要用語の押さえ方【657語から優先20語へ】連携,https://eisei2shu-master.jp/articles/terms-importance-levels/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
330,eisei2shu-master,二衛,terms-with-past-questions,用語ハブ活用法,第二種衛生管理者試験の用語と過去問の併用【第二種衛生管理者試験の用語解説の使い方·第二種衛生管理者試験の過去問·模試の使い方【30問演習】連携,https://eisei2shu-master.jp/articles/terms-with-past-questions/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
331,eisei2shu-master,二衛,tokubetsu-kyoiku-chigai,用語ハブ活用法,特別教育·職長教育·雇入れ時教育の違い【比較表·関係法令10問】,https://eisei2shu-master.jp/articles/tokubetsu-kyoiku-chigai/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
332,eisei2shu-master,二衛,tokubetsu-kyoiku-jugyomae,用語ハブ活用法,雇入れ時教育·就業前教育の要点【特別教育·職長教育·雇入れ時教育の違い【比較表·関係法令10問】連携·関係法令10問】,https://eisei2shu-master.jp/articles/tokubetsu-kyoiku-jugyomae/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
333,eisei2shu-master,二衛,exam-day-flow,直前・当日,第二種衛生管理者 試験当日の流れ,https://eisei2shu-master.jp/articles/exam-day-flow/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
334,eisei2shu-master,二衛,exam-day-items,直前・当日,第二種衛生管理者 試験当日の持ち物,https://eisei2shu-master.jp/articles/exam-day-items/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
335,eisei2shu-master,二衛,exam-day-time-allocation,直前・当日,第二種衛生管理者 試験当日の時間配分,https://eisei2shu-master.jp/articles/exam-day-time-allocation/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
336,eisei2shu-master,二衛,exam-day-troubleshooting,直前・当日,第二種衛生管理者 試験当日のトラブル対応,https://eisei2shu-master.jp/articles/exam-day-troubleshooting/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
337,eisei2shu-master,二衛,final-day-checklist,直前・当日,第二種衛生管理者試験の試験前日チェックリスト,https://eisei2shu-master.jp/articles/final-day-checklist/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
338,eisei2shu-master,二衛,final-mock-last-run,直前・当日,第二種衛生管理者試験の直前模試の受け方,https://eisei2shu-master.jp/articles/final-mock-last-run/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
339,eisei2shu-master,二衛,final-scope-narrowing,直前・当日,第二種衛生管理者試験の直前の範囲絞り込み,https://eisei2shu-master.jp/articles/final-scope-narrowing/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
340,eisei2shu-master,二衛,final-sleep-and-health,直前・当日,第二種衛生管理者試験の直前の睡眠と健康管理,https://eisei2shu-master.jp/articles/final-sleep-and-health/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
341,eisei2shu-master,二衛,final-week-prep,直前・当日,第二種衛生管理者試験の直前1週間の対策,https://eisei2shu-master.jp/articles/final-week-prep/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
342,eisei2shu-master,二衛,mental-prep-exam-day,直前・当日,第二種衛生管理者試験の試験当日のメンタル対策,https://eisei2shu-master.jp/articles/mental-prep-exam-day/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
343,eisei2shu-master,二衛,shiken-kaijo,直前・当日,第二種衛生管理者の試験会場【全国センター一覧・アクセス・注意点】,https://eisei2shu-master.jp/articles/shiken-kaijo/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
344,eisei2shu-master,二衛,shiken-tojitsu-mochimono,直前・当日,第二種衛生管理者 試験当日の持ち物・注意事項・会場での過ごし方,https://eisei2shu-master.jp/articles/shiken-tojitsu-mochimono/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
345,eisei2shu-master,二衛,shiken-tojitsu-nagare,直前・当日,第二種衛生管理者試験当日の流れ【分刻みタイムテーブル】,https://eisei2shu-master.jp/articles/shiken-tojitsu-nagare/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
346,eisei2shu-master,二衛,about,試験対策,二衛マスターについて｜第二種衛生管理者試験の無料学習サイト,https://eisei2shu-master.jp/articles/about/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
347,eisei2shu-master,二衛,bookmark-fukushu,試験対策,第二種衛生管理者試験の間違え問題の復習サイクル【過去問·一問一答の定着法】,https://eisei2shu-master.jp/articles/bookmark-fukushu/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
348,eisei2shu-master,二衛,category-rodoeisei,試験対策,労働衛生の用語解説一覧【第二種衛生管理者試験】頻出テーマ完全網羅,https://eisei2shu-master.jp/articles/category-rodoeisei/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
349,eisei2shu-master,二衛,category-rodoseiri,試験対策,労働生理の用語解説一覧【第二種衛生管理者試験】頻出テーマ完全網羅,https://eisei2shu-master.jp/articles/category-rodoseiri/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
350,eisei2shu-master,二衛,dai2shu-gyoshu-ichiran,試験対策,第二種衛生管理者が選任できる業種の完全一覧【選任·受験資格】,https://eisei2shu-master.jp/articles/dai2shu-gyoshu-ichiran/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
351,eisei2shu-master,二衛,dai2shu-taishogyo-shu,試験対策,第二種衛生管理者の対象業種【第一種必須との境界整理】,https://eisei2shu-master.jp/articles/dai2shu-taishogyo-shu/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
352,eisei2shu-master,二衛,denri-hoshasen-senyodo,試験対策,電離放射線·線エネルギー【5年100mSv·3ヶ月1.3mSv】第二種整理,https://eisei2shu-master.jp/articles/denri-hoshasen-senyodo/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
353,eisei2shu-master,二衛,eisei-iinkai-kosei,試験対策,第二種衛生管理者試験の衛生委員会の構成【関係法令·労働衛生論点】,https://eisei2shu-master.jp/articles/eisei-iinkai-kosei/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
354,eisei2shu-master,二衛,hoshasen-alara-3gensoku,試験対策,放射線ALARA·3原則【時間·距離·遮蔽·第二種30問】,https://eisei2shu-master.jp/articles/hoshasen-alara-3gensoku/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
355,eisei2shu-master,二衛,hoshu-bunseki-ryuryo,試験対策,捕集·分析·流量校正【局所排気·ミゼットインピンジャー·第二種】,https://eisei2shu-master.jp/articles/hoshu-bunseki-ryuryo/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
356,eisei2shu-master,二衛,ichimon-ittou,試験対策,第二種衛生管理者の1問1答演習のやり方【657問·30問本番との役割分担】,https://eisei2shu-master.jp/articles/ichimon-ittou/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
357,eisei2shu-master,二衛,ichisanka-tanso-coh,試験対策,一酸化炭素·COHb【労働生理10問·第二種衛生管理者試験】,https://eisei2shu-master.jp/articles/ichisanka-tanso-coh/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
358,eisei2shu-master,二衛,jinpai-kanri-kenko,試験対策,じん肺管理·健康診断【7年保存·第二種関係法令·労働生理】,https://eisei2shu-master.jp/articles/jinpai-kanri-kenko/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
359,eisei2shu-master,二衛,jinpai-tokuchou,試験対策,じん肺の種類·不可逆性·管理区分·珪肺【第二種関係法令·労働生理】,https://eisei2shu-master.jp/articles/jinpai-tokuchou/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
360,eisei2shu-master,二衛,jisshi-moshikomi-tejun,試験対策,第二種衛生管理者の申込手順【写真·申込書·必要書類の実務】,https://eisei2shu-master.jp/articles/jisshi-moshikomi-tejun/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
361,eisei2shu-master,二衛,kamoku-menjo,試験対策,第二種衛生管理者の科目免除概要【30→20問·3h→2h15m·申込時申請】,https://eisei2shu-master.jp/articles/kamoku-menjo/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
362,eisei2shu-master,二衛,kamoku-menjo-jouken,試験対策,第二種衛生管理者の科目免除条件·対象者【要項表ベース】,https://eisei2shu-master.jp/articles/kamoku-menjo-jouken/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
363,eisei2shu-master,二衛,kanri-kubun-oboekata,試験対策,作業環境管理区分の覚え方【第1〜第3管理·措置A/B·第二種関係法令10問】,https://eisei2shu-master.jp/articles/kanri-kubun-oboekata/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
364,eisei2shu-master,二衛,kanri-taisei-zentaizo,試験対策,労働安全衛生法の管理体制【全体図·選任要件50人等·第二種関係法令10問】,https://eisei2shu-master.jp/articles/kanri-taisei-zentaizo/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
365,eisei2shu-master,二衛,karotein-sds-ghs,試験対策,SDS·GHS·リスクアセスメントの関係【第二種労働衛生10問】,https://eisei2shu-master.jp/articles/karotein-sds-ghs/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
366,eisei2shu-master,二衛,kenko-shindan-hindo,試験対策,健康診断の種類·頻度·保存期間【数値表·7年·50人·第二種関係法令10問】,https://eisei2shu-master.jp/articles/kenko-shindan-hindo/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
367,eisei2shu-master,二衛,kenko-shindan-jigo-tejun,試験対策,健康診断の事後措置·医師意見聴取·就業制限の手順【第二種関係法令10問】,https://eisei2shu-master.jp/articles/kenko-shindan-jigo-tejun/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
368,eisei2shu-master,二衛,kiroku-hozon-kikan,試験対策,記録保存期間一覧【3·5·7·30·40年·第二種関係法令10問】,https://eisei2shu-master.jp/articles/kiroku-hozon-kikan/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
369,eisei2shu-master,二衛,kokyuyo-hogo-gu-erabikata,試験対策,呼吸用保護具の種類と選び方【防じん·防毒·送気マスク·第二種労働衛生10問】,https://eisei2shu-master.jp/articles/kokyuyo-hogo-gu-erabikata/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
370,eisei2shu-master,二衛,nankaimo-ochiru,試験対策,第二種衛生管理者に何回も落ちる人の3つの原因と対策【足切り·時間配分·演習量】,https://eisei2shu-master.jp/articles/nankaimo-ochiru/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
371,eisei2shu-master,二衛,nankaisei,試験対策,第二種衛生管理者は何問正解で合格？科目別の合格ラインを問題数で計算,https://eisei2shu-master.jp/articles/nankaisei/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
372,eisei2shu-master,二衛,nenshosha-ninsanpu-seigen,試験対策,第二種衛生管理者試験の年少者·妊産婦の就業制限【関係法令10問·数値·主体】,https://eisei2shu-master.jp/articles/nenshosha-ninsanpu-seigen/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
373,eisei2shu-master,二衛,niji-kenko-shindan-guide,試験対策,第二種衛生管理者試験の二次健康診断の流れ·就業上措置【事業者の対応·手順表】,https://eisei2shu-master.jp/articles/niji-kenko-shindan-guide/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
374,eisei2shu-master,二衛,osusume-app,試験対策,第二種衛生管理者試験のおすすめ学習ツール3選【無料·実践演習·一問一答657問·用語657語】,https://eisei2shu-master.jp/articles/osusume-app/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
375,eisei2shu-master,二衛,risk-assessment-tejun,試験対策,第二種衛生管理者試験のリスクアセスメント手順【4ステップ·SDS·GHS連携,https://eisei2shu-master.jp/articles/risk-assessment-tejun/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
376,eisei2shu-master,二衛,risk-assessment-yusendo,試験対策,第二種衛生管理者試験のリスクアセスメント優先順位·記録義務【3年保存·tejun連携,https://eisei2shu-master.jp/articles/risk-assessment-yusendo/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
377,eisei2shu-master,二衛,sagyo-kankyo-kanri-flow,試験対策,第二種衛生管理者試験の作業環境管理区分の流れ【判定→措置→再評価·覚え方連携,https://eisei2shu-master.jp/articles/sagyo-kankyo-kanri-flow/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
378,eisei2shu-master,二衛,sagyo-kankyo-sokutei-hindo,試験対策,第二種衛生管理者試験の作業環境測定の頻度【有機溶剤6か月·鉛1年·関係法令10問】,https://eisei2shu-master.jp/articles/sagyo-kankyo-sokutei-hindo/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
379,eisei2shu-master,二衛,sagyo-kankyohyoka-kanri,試験対策,第二種衛生管理者試験の作業環境管理区分【判定·措置·掲示·覚え方·フロー連携,https://eisei2shu-master.jp/articles/sagyo-kankyohyoka-kanri/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
380,eisei2shu-master,二衛,sagyo-shunin-ichiran,試験対策,第二種衛生管理者試験の作業主任者【種類·資格一覧·関係法令10問】,https://eisei2shu-master.jp/articles/sagyo-shunin-ichiran/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
381,eisei2shu-master,二衛,sangyo-i-shokumu-junshi,試験対策,第二種衛生管理者試験の産業医【職務·選任·月1回巡視·50人·300人連携,https://eisei2shu-master.jp/articles/sangyo-i-shokumu-junshi/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
382,eisei2shu-master,二衛,sekimen-40nen-jizen-chosa,試験対策,第二種衛生管理者試験の石綿障害予防規則【事前調査·40年保存·6か月健診·関係法令10問】,https://eisei2shu-master.jp/articles/sekimen-40nen-jizen-chosa/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
383,eisei2shu-master,二衛,sennin-people,試験対策,第二種衛生管理者試験の衛生管理者選任人数·専任要件【50人·300人表·労働安全衛生法の管理体制【全体図·選任要件50人等·第二種関係法令10問】連携,https://eisei2shu-master.jp/articles/sennin-people/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
384,eisei2shu-master,二衛,shikaku-merit,試験対策,第二種衛生管理者を取るメリット【キャリア·職場役割·合格後活用·第二種衛生管理者試験の合格後のキャリア【選任·現場での役割·第一種との違い】連携,https://eisei2shu-master.jp/articles/shikaku-merit/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
385,eisei2shu-master,二衛,shikaku-merit-shokuba,試験対策,第二種衛生管理者を取得する職場メリット【給与·転職·50人選任·第二種衛生管理者を取るメリット【キャリア·職場役割·合格後活用·第二種衛生管理者試験の合格後のキャリア【選任·現場での役割·第一種との違い】連携連携,https://eisei2shu-master.jp/articles/shikaku-merit-shokuba/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
386,eisei2shu-master,二衛,shindo-hakuro-reynaud,試験対策,振動白ろう·レイノー現象【チェーンソー·寒冷悪化·労働生理10問·第二種衛生管理者試験】,https://eisei2shu-master.jp/articles/shindo-hakuro-reynaud/,hand_done,yes,yes,,B,yes,2026-06-11,v2適用·audit PASS
